Umur,Jenis_Kelamin,Penghasilan,Pendidikan,Frekuensi_Liburan,Preferensi_Aktivitas,Anggaran_Liburan,Lokasi,Jarak_ke_Gunung,Jarak_ke_Pantai,Musim_Favorit,Hewan_Peliharaan,Sensitivitas_Lingkungan,Preferensi_Liburan
30,Laki-Laki,99717,SMA/Setingkat,0,Berjemur,4982,Perkotaan,236,79,Panas,0,0,Pantai
46,Laki-Laki,85673,Doktor,5,Ski,1986,Pedesaan,10,83,Semi,1,0,Gunung
29,Non-Biner,113896,Sarjana,5,Berjemur,4978,Perkotaan,193,94,Dingin,0,0,Pantai
56,Laki-Laki,53673,Doktor,4,Berjemur,2127,Pinggiran Kota,229,281,Semi,1,0,Pantai
19,Non-Biner,52017,SMA/Setingkat,3,Renang,2585,Pinggiran Kota,87,134,Dingin,0,0,Pantai
49,Laki-Laki,65041,Doktor,2,Ski,787,Pedesaan,290,63,Panas,1,1,Pantai
30,Perempuan,23259,Doktor,3,Ski,2678,Pinggiran Kota,275,11,Dingin,0,0,Pantai
63,Laki-Laki,38760,Doktor,5,Berjemur,3706,Pinggiran Kota,97,95,Semi,1,1,Pantai
44,Non-Biner,73292,Doktor,3,Berjemur,3774,Pedesaan,34,85,Panas,1,0,Pantai
66,Perempuan,43401,Doktor,2,Ski,1636,Perkotaan,126,90,Semi,0,0,Pantai
58,Perempuan,34216,Magister,5,Renang,2876,Perkotaan,261,64,Semi,0,0,Pantai
34,Non-Biner,104003,Magister,9,Ski,1729,Pinggiran Kota,10,180,Gugur,1,1,Gunung
57,Perempuan,42935,Doktor,2,Berjemur,1075,Perkotaan,118,143,Panas,1,0,Pantai
48,Non-Biner,107975,Sarjana,2,Renang,1021,Pedesaan,175,180,Panas,0,1,Pantai
51,Laki-Laki,59553,Magister,2,Ski,3243,Perkotaan,42,60,Gugur,0,0,Gunung
41,Laki-Laki,93091,Doktor,2,Renang,2743,Pedesaan,67,243,Gugur,1,1,Pantai
62,Non-Biner,90373,Doktor,5,Mendaki Gunung,818,Perkotaan,282,63,Panas,1,0,Pantai
52,Laki-Laki,63686,Sarjana,1,Renang,1576,Pinggiran Kota,43,250,Semi,0,0,Pantai
65,Perempuan,40268,Magister,9,Ski,3570,Pedesaan,209,72,Gugur,0,1,Pantai
23,Laki-Laki,42681,Magister,2,Ski,1946,Perkotaan,30,252,Gugur,1,1,Gunung
36,Laki-Laki,62427,SMA/Setingkat,4,Mendaki Gunung,2114,Perkotaan,218,293,Gugur,1,0,Gunung
47,Perempuan,52964,Sarjana,4,Mendaki Gunung,3855,Pinggiran Kota,282,83,Gugur,1,1,Pantai
24,Perempuan,101987,Sarjana,2,Berjemur,4603,Perkotaan,74,69,Dingin,0,0,Pantai
27,Laki-Laki,100725,Sarjana,4,Renang,4885,Pinggiran Kota,3,78,Dingin,0,0,Pantai
58,Laki-Laki,70916,Sarjana,0,Berjemur,2020,Pedesaan,22,224,Dingin,1,0,Pantai
49,Laki-Laki,66197,Sarjana,5,Ski,3294,Pinggiran Kota,177,155,Semi,1,1,Pantai
51,Non-Biner,39230,Sarjana,9,Renang,1925,Perkotaan,118,232,Panas,1,1,Pantai
45,Non-Biner,42910,Sarjana,2,Ski,1050,Perkotaan,199,172,Semi,0,1,Pantai
32,Laki-Laki,111844,Doktor,7,Mendaki Gunung,4470,Perkotaan,56,225,Panas,0,0,Gunung
47,Laki-Laki,35357,SMA/Setingkat,9,Mendaki Gunung,4532,Pinggiran Kota,34,147,Gugur,1,0,Gunung
54,Perempuan,47907,SMA/Setingkat,1,Berjemur,3291,Pedesaan,24,12,Dingin,0,1,Pantai
46,Laki-Laki,77050,Magister,0,Ski,2296,Perkotaan,188,54,Semi,0,0,Pantai
39,Laki-Laki,88808,Doktor,8,Ski,2112,Pinggiran Kota,289,185,Panas,0,1,Pantai
21,Non-Biner,98372,Sarjana,0,Renang,2079,Pedesaan,215,245,Gugur,0,1,Pantai
37,Non-Biner,81557,Doktor,5,Ski,4604,Perkotaan,83,231,Semi,0,1,Gunung
49,Non-Biner,69665,SMA/Setingkat,2,Ski,974,Perkotaan,245,125,Dingin,1,0,Pantai
53,Perempuan,98512,Sarjana,9,Berjemur,3967,Pinggiran Kota,6,104,Gugur,0,1,Pantai
67,Laki-Laki,54022,Doktor,8,Mendaki Gunung,1612,Pinggiran Kota,81,103,Semi,0,1,Gunung
21,Non-Biner,64816,Magister,4,Ski,515,Perkotaan,40,6,Dingin,1,1,Pantai
44,Perempuan,41520,Doktor,5,Berjemur,4851,Perkotaan,104,76,Dingin,0,0,Pantai
34,Laki-Laki,41999,Sarjana,1,Berjemur,2851,Pinggiran Kota,297,277,Panas,0,0,Pantai
29,Laki-Laki,40391,Sarjana,6,Renang,4195,Pinggiran Kota,88,227,Semi,0,1,Pantai
39,Perempuan,104274,Sarjana,4,Ski,4337,Pinggiran Kota,122,68,Panas,0,0,Pantai
34,Laki-Laki,73617,Doktor,6,Renang,2243,Pedesaan,223,70,Dingin,1,1,Pantai
27,Perempuan,37879,Doktor,0,Ski,782,Pinggiran Kota,192,253,Semi,0,0,Gunung
18,Perempuan,107500,Doktor,8,Renang,931,Perkotaan,51,181,Dingin,0,1,Pantai
39,Non-Biner,106905,Sarjana,3,Ski,1329,Perkotaan,84,171,Panas,1,1,Gunung
43,Perempuan,23629,SMA/Setingkat,2,Berjemur,1364,Perkotaan,148,267,Gugur,1,0,Pantai
35,Non-Biner,84369,Doktor,6,Ski,1504,Pedesaan,199,107,Gugur,1,0,Pantai
67,Laki-Laki,99212,SMA/Setingkat,3,Mendaki Gunung,1188,Perkotaan,200,229,Semi,1,0,Gunung
31,Non-Biner,26782,Sarjana,7,Renang,2721,Perkotaan,168,40,Semi,0,1,Pantai
64,Perempuan,80877,Sarjana,8,Ski,4230,Perkotaan,83,292,Panas,1,1,Gunung
46,Non-Biner,28406,Sarjana,8,Ski,3589,Pinggiran Kota,239,83,Panas,1,1,Pantai
29,Laki-Laki,115830,Sarjana,1,Berjemur,4128,Pedesaan,134,98,Semi,1,0,Pantai
53,Non-Biner,89168,Magister,8,Ski,4665,Perkotaan,135,262,Semi,1,1,Gunung
52,Laki-Laki,31664,Sarjana,5,Mendaki Gunung,3953,Pedesaan,147,38,Semi,1,1,Pantai
69,Perempuan,56541,Doktor,3,Ski,733,Pedesaan,146,5,Panas,0,1,Pantai
29,Non-Biner,74538,SMA/Setingkat,0,Mendaki Gunung,1716,Pinggiran Kota,242,45,Panas,0,0,Pantai
24,Laki-Laki,67058,Sarjana,2,Berjemur,3022,Pinggiran Kota,257,275,Gugur,0,0,Pantai
46,Laki-Laki,33947,Sarjana,9,Mendaki Gunung,4815,Pedesaan,188,189,Semi,1,1,Gunung
28,Non-Biner,107532,Magister,7,Ski,694,Perkotaan,295,227,Semi,0,1,Pantai
50,Non-Biner,58763,Sarjana,4,Renang,2244,Pedesaan,292,82,Semi,1,1,Pantai
23,Non-Biner,54522,Doktor,1,Renang,1841,Perkotaan,146,116,Semi,1,0,Pantai
64,Non-Biner,42524,Doktor,7,Berjemur,4713,Perkotaan,99,72,Panas,0,1,Pantai
32,Non-Biner,65371,Magister,1,Mendaki Gunung,1703,Perkotaan,153,98,Panas,0,1,Pantai
49,Laki-Laki,81910,Sarjana,4,Mendaki Gunung,633,Pinggiran Kota,11,98,Semi,0,0,Gunung
68,Perempuan,29824,Doktor,2,Berjemur,3411,Perkotaan,15,221,Dingin,1,0,Pantai
28,Laki-Laki,69075,SMA/Setingkat,0,Ski,855,Perkotaan,33,46,Dingin,0,1,Gunung
40,Non-Biner,59957,Doktor,8,Mendaki Gunung,2891,Perkotaan,148,161,Panas,1,1,Gunung
43,Non-Biner,57964,Magister,6,Ski,4946,Perkotaan,157,168,Semi,0,0,Gunung
51,Perempuan,80629,Doktor,7,Mendaki Gunung,4780,Pedesaan,273,137,Semi,1,0,Pantai
63,Non-Biner,62438,Doktor,7,Mendaki Gunung,2774,Pedesaan,110,283,Semi,1,0,Gunung
51,Perempuan,21573,Sarjana,2,Mendaki Gunung,3277,Perkotaan,11,174,Dingin,1,0,Gunung
46,Non-Biner,87136,Sarjana,9,Renang,1806,Pinggiran Kota,296,281,Gugur,1,1,Pantai
21,Laki-Laki,67794,Doktor,5,Mendaki Gunung,3081,Pinggiran Kota,83,158,Dingin,0,1,Gunung
34,Perempuan,94581,SMA/Setingkat,0,Renang,1411,Pedesaan,5,222,Panas,1,0,Pantai
52,Laki-Laki,79774,SMA/Setingkat,3,Ski,3796,Pinggiran Kota,157,178,Panas,0,0,Gunung
30,Non-Biner,75446,SMA/Setingkat,0,Mendaki Gunung,545,Perkotaan,104,237,Dingin,1,0,Gunung
58,Laki-Laki,99230,Sarjana,8,Mendaki Gunung,1614,Pedesaan,120,98,Panas,0,0,Pantai
56,Laki-Laki,36142,Doktor,7,Renang,4024,Pinggiran Kota,169,221,Dingin,1,0,Pantai
32,Laki-Laki,73611,Doktor,8,Mendaki Gunung,3105,Perkotaan,54,16,Panas,0,0,Pantai
46,Perempuan,87918,Doktor,2,Ski,4335,Perkotaan,293,206,Panas,0,1,Pantai
46,Perempuan,87870,SMA/Setingkat,8,Berjemur,3530,Pinggiran Kota,227,44,Gugur,0,0,Pantai
28,Perempuan,39355,SMA/Setingkat,5,Ski,3805,Perkotaan,122,220,Dingin,1,1,Gunung
69,Laki-Laki,59337,Magister,0,Renang,3097,Pedesaan,46,147,Dingin,0,0,Pantai
49,Laki-Laki,100536,Magister,2,Berjemur,3351,Pinggiran Kota,189,76,Gugur,0,0,Pantai
19,Non-Biner,86336,Sarjana,7,Berjemur,890,Pinggiran Kota,215,279,Panas,1,0,Pantai
64,Perempuan,115840,SMA/Setingkat,8,Ski,3927,Pinggiran Kota,133,298,Dingin,1,0,Gunung
31,Non-Biner,73654,Doktor,6,Renang,4160,Perkotaan,278,28,Gugur,1,0,Pantai
37,Laki-Laki,115028,SMA/Setingkat,7,Renang,1051,Perkotaan,193,108,Semi,0,1,Pantai
39,Perempuan,108207,Sarjana,5,Mendaki Gunung,4459,Pinggiran Kota,59,145,Panas,0,0,Gunung
28,Non-Biner,36804,SMA/Setingkat,8,Mendaki Gunung,1943,Pinggiran Kota,212,62,Panas,0,1,Pantai
44,Laki-Laki,59146,SMA/Setingkat,8,Ski,3429,Pinggiran Kota,109,115,Semi,1,0,Gunung
20,Laki-Laki,53418,Magister,2,Berjemur,4560,Pedesaan,70,70,Semi,1,1,Pantai
34,Laki-Laki,74027,Doktor,5,Renang,4759,Perkotaan,162,1,Dingin,1,1,Pantai
61,Perempuan,42804,SMA/Setingkat,6,Renang,837,Pinggiran Kota,107,4,Dingin,1,1,Pantai
45,Perempuan,92081,SMA/Setingkat,8,Ski,3491,Perkotaan,196,95,Dingin,1,0,Pantai
46,Non-Biner,72512,Sarjana,4,Berjemur,3028,Pinggiran Kota,235,12,Dingin,1,1,Pantai
38,Laki-Laki,104628,SMA/Setingkat,8,Mendaki Gunung,3336,Pinggiran Kota,211,62,Panas,1,0,Pantai
64,Perempuan,111545,Sarjana,7,Renang,863,Pedesaan,295,165,Semi,1,0,Pantai
33,Perempuan,22535,Sarjana,8,Mendaki Gunung,4877,Perkotaan,196,8,Dingin,1,0,Pantai
54,Laki-Laki,52664,Sarjana,9,Mendaki Gunung,4801,Pinggiran Kota,234,172,Panas,1,1,Pantai
37,Laki-Laki,55874,Doktor,3,Mendaki Gunung,4802,Pedesaan,221,293,Panas,1,1,Gunung
23,Non-Biner,104340,SMA/Setingkat,3,Ski,1350,Pinggiran Kota,209,69,Panas,1,0,Pantai
36,Non-Biner,29078,SMA/Setingkat,1,Mendaki Gunung,1093,Pedesaan,179,123,Dingin,0,0,Pantai
22,Non-Biner,84636,Sarjana,0,Berjemur,1221,Pedesaan,77,281,Gugur,0,1,Pantai
20,Perempuan,29363,Magister,1,Mendaki Gunung,2971,Pinggiran Kota,124,261,Dingin,1,1,Gunung
18,Perempuan,91998,SMA/Setingkat,9,Berjemur,2548,Pinggiran Kota,231,192,Semi,0,0,Pantai
55,Perempuan,73864,Magister,2,Mendaki Gunung,774,Pinggiran Kota,132,63,Panas,0,0,Pantai
32,Perempuan,112926,Sarjana,8,Berjemur,1893,Pedesaan,209,81,Semi,0,0,Pantai
51,Perempuan,118546,Magister,3,Mendaki Gunung,1176,Perkotaan,214,292,Semi,0,1,Gunung
52,Laki-Laki,53675,Sarjana,5,Berjemur,1229,Perkotaan,276,118,Semi,0,1,Pantai
66,Non-Biner,102463,Doktor,3,Ski,3457,Pinggiran Kota,253,236,Panas,0,0,Pantai
42,Non-Biner,81536,Doktor,6,Ski,1084,Perkotaan,77,247,Semi,0,1,Gunung
41,Non-Biner,49662,SMA/Setingkat,3,Renang,2854,Perkotaan,50,46,Semi,1,1,Pantai
29,Non-Biner,46592,Sarjana,0,Berjemur,4444,Perkotaan,111,120,Panas,1,1,Pantai
35,Laki-Laki,27421,Magister,3,Mendaki Gunung,3953,Pinggiran Kota,75,53,Gugur,0,0,Pantai
32,Perempuan,43927,Doktor,7,Mendaki Gunung,988,Pinggiran Kota,18,144,Dingin,0,1,Gunung
61,Perempuan,62170,Magister,1,Mendaki Gunung,4823,Perkotaan,156,220,Panas,1,0,Gunung
33,Perempuan,74547,Doktor,7,Renang,2678,Perkotaan,47,105,Gugur,1,0,Pantai
44,Non-Biner,26948,SMA/Setingkat,3,Berjemur,2998,Pedesaan,90,140,Panas,1,0,Pantai
25,Non-Biner,102038,Sarjana,0,Renang,2750,Pedesaan,32,26,Panas,1,1,Pantai
63,Laki-Laki,20203,Doktor,1,Berjemur,4017,Perkotaan,199,57,Semi,0,0,Pantai
42,Laki-Laki,101241,Doktor,6,Mendaki Gunung,3687,Perkotaan,290,146,Dingin,1,0,Pantai
34,Perempuan,83521,Sarjana,2,Berjemur,1629,Pinggiran Kota,75,193,Dingin,0,1,Pantai
46,Perempuan,88101,SMA/Setingkat,4,Renang,2873,Pinggiran Kota,88,38,Dingin,0,0,Pantai
25,Perempuan,53325,Sarjana,1,Ski,626,Pedesaan,164,279,Dingin,0,0,Gunung
32,Perempuan,99564,Sarjana,5,Ski,4556,Perkotaan,73,258,Gugur,1,0,Gunung
44,Perempuan,56470,SMA/Setingkat,3,Berjemur,4613,Perkotaan,220,32,Gugur,1,0,Pantai
63,Perempuan,105074,Doktor,8,Mendaki Gunung,4620,Pedesaan,202,175,Dingin,0,1,Pantai
67,Non-Biner,34308,Doktor,2,Ski,571,Pedesaan,23,155,Dingin,1,0,Gunung
69,Laki-Laki,103094,Doktor,6,Ski,4035,Pinggiran Kota,97,82,Semi,1,0,Pantai
24,Laki-Laki,71313,Doktor,8,Ski,2588,Perkotaan,172,246,Gugur,0,0,Gunung
20,Non-Biner,46175,Magister,9,Ski,1001,Perkotaan,2,54,Panas,1,0,Gunung
46,Perempuan,61567,Sarjana,0,Berjemur,3794,Pedesaan,173,135,Gugur,0,0,Pantai
61,Perempuan,25291,Doktor,6,Berjemur,518,Perkotaan,36,48,Panas,0,0,Pantai
41,Perempuan,28202,Sarjana,1,Renang,2574,Pedesaan,178,229,Gugur,0,1,Pantai
20,Laki-Laki,78947,Doktor,1,Mendaki Gunung,3904,Pinggiran Kota,43,242,Dingin,0,0,Gunung
37,Laki-Laki,77660,SMA/Setingkat,4,Renang,4700,Perkotaan,181,136,Semi,0,1,Pantai
63,Perempuan,40023,Doktor,9,Renang,1265,Perkotaan,64,110,Dingin,0,1,Pantai
32,Perempuan,106706,Sarjana,7,Ski,3458,Pedesaan,219,208,Gugur,0,1,Pantai
42,Non-Biner,106078,Doktor,8,Berjemur,1351,Pedesaan,249,58,Dingin,0,0,Pantai
47,Perempuan,117510,Magister,1,Mendaki Gunung,3089,Perkotaan,10,217,Dingin,0,0,Gunung
31,Non-Biner,85309,Magister,7,Ski,1389,Perkotaan,239,152,Panas,1,1,Pantai
24,Perempuan,73257,Doktor,7,Renang,1439,Pedesaan,222,45,Semi,1,1,Pantai
34,Perempuan,114706,Doktor,9,Berjemur,2934,Pedesaan,186,241,Gugur,1,0,Pantai
61,Perempuan,23031,SMA/Setingkat,2,Ski,3915,Pedesaan,92,111,Semi,0,0,Gunung
37,Non-Biner,96694,SMA/Setingkat,9,Renang,3382,Pinggiran Kota,108,106,Dingin,0,1,Pantai
53,Non-Biner,33824,Sarjana,9,Mendaki Gunung,3570,Pedesaan,298,279,Panas,0,1,Pantai
26,Non-Biner,99407,Sarjana,0,Mendaki Gunung,2133,Pinggiran Kota,48,27,Dingin,0,0,Pantai
55,Laki-Laki,100027,SMA/Setingkat,6,Renang,2312,Pedesaan,62,213,Dingin,1,1,Pantai
65,Laki-Laki,79563,Doktor,6,Renang,634,Perkotaan,153,175,Dingin,1,0,Pantai
39,Perempuan,106252,Doktor,7,Renang,1244,Pedesaan,78,205,Panas,0,0,Pantai
19,Non-Biner,119444,Sarjana,7,Ski,780,Pinggiran Kota,254,203,Dingin,0,0,Pantai
41,Non-Biner,40290,SMA/Setingkat,0,Ski,1971,Pedesaan,54,249,Semi,0,1,Gunung
25,Perempuan,38817,Doktor,0,Ski,3438,Pinggiran Kota,62,197,Gugur,1,0,Gunung
28,Perempuan,87176,Magister,9,Mendaki Gunung,3254,Pinggiran Kota,71,93,Semi,0,1,Gunung
30,Perempuan,81189,Doktor,0,Berjemur,2935,Pedesaan,177,63,Gugur,0,1,Pantai
34,Perempuan,52937,Magister,5,Mendaki Gunung,1905,Pinggiran Kota,240,107,Dingin,1,1,Pantai
25,Non-Biner,87344,Magister,5,Berjemur,957,Pinggiran Kota,180,220,Gugur,0,1,Pantai
38,Laki-Laki,61380,Sarjana,6,Ski,1151,Perkotaan,274,160,Panas,1,1,Pantai
35,Non-Biner,30155,Doktor,2,Mendaki Gunung,3997,Pedesaan,280,76,Gugur,1,1,Pantai
47,Laki-Laki,119350,SMA/Setingkat,4,Berjemur,589,Pedesaan,205,179,Gugur,1,1,Pantai
35,Perempuan,96071,Doktor,2,Mendaki Gunung,2868,Perkotaan,21,128,Panas,0,1,Gunung
63,Laki-Laki,72436,Magister,6,Ski,2167,Pedesaan,19,104,Gugur,0,0,Gunung
64,Non-Biner,31947,Doktor,1,Berjemur,632,Pedesaan,235,128,Semi,0,0,Pantai
48,Non-Biner,72382,Sarjana,1,Ski,1285,Pinggiran Kota,139,87,Dingin,1,0,Pantai
55,Non-Biner,115819,SMA/Setingkat,8,Mendaki Gunung,1750,Perkotaan,91,10,Semi,1,1,Pantai
49,Non-Biner,46844,Sarjana,2,Berjemur,2116,Perkotaan,215,132,Semi,1,1,Pantai
28,Non-Biner,82348,Doktor,5,Ski,2805,Pinggiran Kota,43,246,Panas,1,0,Gunung
62,Non-Biner,94201,Magister,6,Renang,1793,Pinggiran Kota,96,181,Panas,1,1,Pantai
42,Perempuan,40960,SMA/Setingkat,4,Berjemur,3947,Pedesaan,127,282,Gugur,0,0,Pantai
50,Laki-Laki,50483,SMA/Setingkat,2,Renang,1270,Pedesaan,228,37,Semi,1,1,Pantai
55,Perempuan,31950,Sarjana,0,Renang,2055,Perkotaan,168,97,Panas,0,0,Pantai
58,Laki-Laki,30432,Doktor,3,Renang,3639,Pedesaan,73,1,Gugur,0,0,Pantai
25,Laki-Laki,76115,SMA/Setingkat,8,Berjemur,506,Pinggiran Kota,99,283,Panas,1,1,Pantai
28,Laki-Laki,24414,SMA/Setingkat,6,Ski,1805,Pedesaan,129,217,Dingin,1,1,Gunung
39,Non-Biner,102557,Doktor,3,Ski,3748,Pinggiran Kota,136,45,Dingin,1,0,Pantai
68,Non-Biner,52007,Doktor,6,Mendaki Gunung,4003,Perkotaan,230,142,Semi,0,0,Pantai
41,Non-Biner,46872,Sarjana,3,Mendaki Gunung,3203,Perkotaan,28,231,Gugur,1,0,Gunung
58,Laki-Laki,82216,SMA/Setingkat,4,Ski,4434,Pinggiran Kota,30,271,Semi,0,1,Gunung
34,Laki-Laki,97846,Doktor,5,Mendaki Gunung,2789,Perkotaan,38,261,Semi,1,0,Gunung
29,Laki-Laki,59675,Magister,7,Mendaki Gunung,4770,Pedesaan,16,259,Semi,0,0,Gunung
63,Perempuan,72129,Doktor,2,Renang,4358,Pinggiran Kota,2,236,Dingin,1,1,Pantai
49,Non-Biner,31510,Doktor,5,Ski,4829,Perkotaan,114,184,Semi,1,1,Gunung
32,Non-Biner,67061,Magister,5,Ski,3273,Pedesaan,42,165,Semi,1,0,Gunung
33,Non-Biner,82972,Sarjana,1,Renang,2464,Pinggiran Kota,264,274,Panas,1,0,Pantai
39,Perempuan,33549,Magister,9,Ski,2158,Pedesaan,287,89,Dingin,0,1,Pantai
45,Perempuan,20701,Doktor,1,Mendaki Gunung,517,Pedesaan,254,217,Gugur,0,0,Pantai
37,Perempuan,39455,Doktor,0,Renang,3955,Pinggiran Kota,146,42,Gugur,0,1,Pantai
50,Laki-Laki,28918,Magister,2,Ski,3826,Pinggiran Kota,257,191,Panas,0,1,Pantai
27,Perempuan,88160,Magister,4,Renang,2035,Pinggiran Kota,104,76,Dingin,0,0,Pantai
57,Laki-Laki,28141,SMA/Setingkat,4,Ski,1239,Pinggiran Kota,259,105,Semi,0,0,Pantai
49,Laki-Laki,66771,Magister,1,Renang,3318,Pedesaan,95,156,Semi,1,0,Pantai
67,Non-Biner,88208,Magister,0,Ski,1134,Pedesaan,217,125,Gugur,0,1,Pantai
50,Non-Biner,39493,Doktor,9,Renang,1738,Perkotaan,128,134,Dingin,0,0,Pantai
19,Perempuan,102809,SMA/Setingkat,1,Renang,1253,Pedesaan,43,6,Gugur,0,0,Pantai
50,Laki-Laki,32199,Magister,7,Berjemur,539,Pedesaan,20,51,Gugur,1,0,Pantai
50,Laki-Laki,67473,SMA/Setingkat,3,Ski,3944,Pedesaan,276,286,Dingin,0,1,Gunung
58,Laki-Laki,78119,SMA/Setingkat,5,Renang,2571,Perkotaan,284,250,Gugur,1,0,Pantai
30,Non-Biner,40255,Magister,5,Berjemur,788,Perkotaan,299,39,Dingin,0,0,Pantai
47,Non-Biner,95457,Magister,9,Mendaki Gunung,4304,Perkotaan,56,21,Gugur,1,0,Pantai
50,Non-Biner,81871,Doktor,5,Renang,4939,Pedesaan,270,259,Gugur,1,0,Pantai
30,Non-Biner,47916,SMA/Setingkat,8,Berjemur,2470,Pedesaan,258,229,Gugur,0,0,Pantai
69,Non-Biner,22170,Doktor,2,Mendaki Gunung,1647,Pinggiran Kota,110,252,Semi,0,0,Gunung
43,Non-Biner,43578,Magister,8,Renang,1795,Pinggiran Kota,211,235,Semi,1,0,Pantai
39,Perempuan,38093,SMA/Setingkat,9,Ski,1199,Perkotaan,215,4,Semi,0,1,Pantai
56,Perempuan,79974,SMA/Setingkat,5,Ski,3330,Pinggiran Kota,86,124,Panas,0,1,Gunung
19,Perempuan,33140,Sarjana,1,Renang,3656,Pinggiran Kota,160,207,Gugur,1,1,Pantai
55,Perempuan,76636,Magister,8,Ski,1136,Perkotaan,171,237,Semi,1,1,Gunung
56,Laki-Laki,82535,Sarjana,1,Berjemur,3887,Pinggiran Kota,183,231,Panas,0,1,Pantai
43,Non-Biner,89568,Sarjana,2,Mendaki Gunung,3871,Pinggiran Kota,178,128,Semi,0,0,Pantai
63,Non-Biner,106160,SMA/Setingkat,8,Ski,2351,Pinggiran Kota,19,213,Dingin,0,0,Gunung
67,Perempuan,86844,Doktor,5,Berjemur,2865,Perkotaan,121,156,Gugur,0,1,Pantai
32,Laki-Laki,30149,SMA/Setingkat,9,Berjemur,1990,Perkotaan,198,230,Panas,0,1,Pantai
51,Perempuan,76498,Sarjana,6,Mendaki Gunung,4458,Pinggiran Kota,171,56,Semi,0,1,Pantai
59,Non-Biner,25162,Magister,9,Renang,2120,Pedesaan,25,200,Semi,0,1,Pantai
61,Perempuan,94951,Doktor,2,Berjemur,3744,Pedesaan,121,64,Dingin,0,0,Pantai
66,Laki-Laki,112935,Sarjana,2,Ski,2230,Pedesaan,223,132,Dingin,0,1,Pantai
57,Non-Biner,49080,Sarjana,5,Ski,4598,Pedesaan,214,174,Panas,1,0,Pantai
28,Laki-Laki,35593,Magister,3,Ski,3571,Perkotaan,244,219,Gugur,1,1,Pantai
20,Perempuan,115733,SMA/Setingkat,4,Mendaki Gunung,3029,Perkotaan,105,191,Semi,1,1,Gunung
23,Non-Biner,25243,Sarjana,2,Ski,1912,Pedesaan,89,236,Dingin,0,1,Gunung
26,Laki-Laki,46934,Magister,5,Mendaki Gunung,1290,Perkotaan,99,83,Panas,1,0,Pantai
23,Laki-Laki,46796,Magister,6,Ski,507,Pinggiran Kota,197,294,Semi,0,1,Gunung
26,Laki-Laki,96250,Magister,4,Ski,1718,Pedesaan,276,281,Panas,0,1,Gunung
56,Non-Biner,99061,SMA/Setingkat,2,Renang,558,Pinggiran Kota,19,292,Gugur,0,1,Pantai
48,Non-Biner,26978,Magister,5,Berjemur,1777,Pinggiran Kota,167,55,Gugur,1,1,Pantai
49,Perempuan,92504,Sarjana,9,Renang,1785,Pinggiran Kota,147,144,Dingin,1,1,Pantai
58,Perempuan,117840,Magister,0,Berjemur,3316,Pinggiran Kota,122,203,Dingin,1,0,Pantai
67,Non-Biner,78421,Magister,7,Mendaki Gunung,3012,Perkotaan,41,273,Semi,1,0,Gunung
29,Laki-Laki,50192,Sarjana,5,Mendaki Gunung,1152,Pinggiran Kota,131,58,Semi,1,0,Pantai
25,Non-Biner,57399,Magister,2,Ski,1751,Pinggiran Kota,102,234,Dingin,0,0,Gunung
25,Non-Biner,116829,Sarjana,9,Ski,4359,Pinggiran Kota,148,19,Panas,1,1,Pantai
67,Non-Biner,111936,SMA/Setingkat,5,Berjemur,3523,Pedesaan,277,56,Dingin,1,0,Pantai
45,Non-Biner,92290,SMA/Setingkat,9,Ski,2042,Pinggiran Kota,206,141,Semi,1,0,Pantai
37,Perempuan,106823,Magister,6,Mendaki Gunung,4904,Pedesaan,145,264,Dingin,1,0,Gunung
64,Perempuan,40636,SMA/Setingkat,1,Berjemur,4773,Pedesaan,253,44,Dingin,1,1,Pantai
24,Laki-Laki,92711,SMA/Setingkat,5,Berjemur,3137,Pedesaan,55,175,Panas,1,0,Pantai
28,Non-Biner,21295,Doktor,5,Berjemur,3355,Perkotaan,59,65,Semi,0,1,Pantai
37,Non-Biner,103834,Magister,4,Mendaki Gunung,3347,Perkotaan,220,171,Semi,0,1,Pantai
33,Perempuan,24512,Sarjana,6,Ski,4955,Perkotaan,157,219,Semi,1,1,Gunung
21,Perempuan,91999,Sarjana,1,Berjemur,4801,Pinggiran Kota,37,290,Semi,1,1,Pantai
23,Non-Biner,103198,Sarjana,5,Renang,4681,Perkotaan,194,87,Panas,1,0,Pantai
39,Perempuan,85162,Sarjana,7,Ski,596,Pinggiran Kota,177,13,Gugur,0,1,Pantai
43,Non-Biner,103100,Doktor,5,Ski,3809,Pinggiran Kota,101,184,Panas,1,0,Gunung
20,Laki-Laki,64140,Sarjana,3,Ski,2390,Pedesaan,243,278,Panas,0,1,Gunung
58,Laki-Laki,50807,Doktor,5,Berjemur,3154,Perkotaan,252,25,Semi,0,0,Pantai
59,Laki-Laki,63713,Magister,4,Renang,2722,Pinggiran Kota,112,88,Gugur,1,0,Pantai
31,Non-Biner,103972,SMA/Setingkat,1,Berjemur,3679,Pedesaan,45,269,Gugur,0,1,Pantai
28,Perempuan,76023,Doktor,0,Berjemur,3779,Perkotaan,128,86,Dingin,1,0,Pantai
35,Laki-Laki,62420,Doktor,8,Mendaki Gunung,926,Perkotaan,270,188,Semi,1,0,Pantai
29,Non-Biner,54347,Sarjana,1,Mendaki Gunung,2962,Perkotaan,80,14,Dingin,1,0,Pantai
40,Laki-Laki,49934,SMA/Setingkat,7,Mendaki Gunung,1762,Pinggiran Kota,156,192,Panas,1,0,Gunung
